customer_id,age,gender,annual_income,occupation,education,marital_status,city_tier,existing_investment_amount,number_of_dependents,risk_appetite,credit_score,customer_tenure_months,app_usage_minutes_per_week,marketing_calls_received,email_open_rate,past_sip_holder,invested
QMF00478,24,Female,180000,Business,Post-Graduate,Single,Tier-1,48000,4,Low,481,30,32,0,0.096,0,0
QMF00479,22,Female,278000,Salaried,High School,Married,Tier-2,197000,0,Low,711,25,0,2,0.559,1,1
QMF00480,54,Female,536000,Salaried,Graduate,Married,Tier-2,12000,3,Medium,659,60,24,3,0.484,1,0
QMF00481,61,Female,399000,Business,Graduate,Married,Tier-1,164000,1,Medium,711,59,63,1,0.339,0,1
QMF00482,31,Female,330000,Salaried,Post-Graduate,Single,Tier-3,41000,2,Medium,682,28,40,2,0.47,0,1
QMF00483,64,Female,389000,Self-Employed,Graduate,Married,Tier-2,101000,1,Medium,699,58,91,4,0.363,0,0
QMF00484,65,Female,277000,Business,Graduate,Single,Tier-2,51000,1,Low,787,20,0,1,0.47,0,1
QMF00485,50,Male,180000,Salaried,Graduate,Married,Tier-1,192000,3,High,680,34,85,2,0.084,0,0
QMF00486,34,Male,557000,Business,Graduate,Married,Tier-1,436000,2,Medium,733,5,34,2,0.324,0,1
QMF00487,33,Female,653000,Salaried,Graduate,Married,Tier-1,373000,1,Low,655,60,30,0,0.252,0,1
QMF00488,52,Male,243000,Salaried,Graduate,Married,Tier-1,131000,0,Medium,745,43,0,2,0.571,0,1
QMF00489,23,Female,333000,Salaried,Graduate,Married,Tier-1,93000,0,High,580,57,58,4,0.328,0,0
QMF00490,56,Male,318000,Salaried,Graduate,Married,Tier-3,256000,3,High,532,57,0,5,0.406,1,1
QMF00491,44,Male,439000,Retired,Post-Graduate,Single,Tier-2,172000,1,Low,848,54,69,3,0.482,0,1
QMF00492,38,Male,918000,Salaried,Post-Graduate,Married,Tier-1,30000,1,Medium,826,45,0,6,0.38,0,1
QMF00493,47,Male,685000,Salaried,Post-Graduate,Single,Tier-2,258000,2,Low,524,37,4,2,0.831,0,1
QMF00494,29,Female,294000,Salaried,Graduate,Married,Tier-1,84000,3,Low,677,48,9,3,0.587,1,1
QMF00495,50,Female,488000,Self-Employed,Graduate,Married,Tier-2,31000,2,Medium,691,54,23,4,0.327,0,0
QMF00496,47,Female,722000,Salaried,Post-Graduate,Married,Tier-2,50000,2,Medium,737,48,73,5,0.097,1,1
QMF00497,31,Female,453000,Salaried,Post-Graduate,Single,Tier-2,47000,2,Medium,819,6,90,1,0.478,1,0
QMF00498,47,Male,361000,Self-Employed,Post-Graduate,Married,Tier-3,110000,1,Low,595,34,26,3,0.372,1,1
QMF00499,55,Male,463000,Salaried,Graduate,Married,Tier-1,40000,1,Low,599,63,43,1,0.554,0,1
QMF00500,62,Female,246000,Salaried,High School,Married,Tier-2,20000,3,Medium,679,48,59,4,0.642,0,0
QMF00501,28,Male,267000,Salaried,Graduate,Married,Tier-3,20000,1,Low,602,23,35,4,0.345,1,1
QMF00502,25,Male,202000,Salaried,Graduate,Married,Tier-2,131000,3,Low,462,13,58,3,0.298,1,0
QMF00503,32,Male,429000,Business,Post-Graduate,Married,Tier-2,199000,0,Low,661,47,44,1,0.48,1,1
QMF00504,50,Male,337000,Salaried,Post-Graduate,Married,Tier-3,58000,0,Medium,748,44,37,3,0.473,0,0
QMF00505,57,Female,230000,Salaried,Graduate,Married,Tier-1,5000,3,Low,678,32,2,0,0.34,0,0
QMF00506,46,Female,331000,Salaried,Graduate,Single,Tier-3,20000,2,Medium,729,26,49,2,0.317,0,0
QMF00507,42,Male,469000,Business,Post-Graduate,Married,Tier-1,369000,1,Low,718,53,73,2,0.478,1,0
QMF00508,57,Female,1038000,Self-Employed,Graduate,Married,Tier-2,102000,2,Low,597,14,21,8,0.186,1,1
QMF00509,31,Female,632000,Salaried,Graduate,Married,Tier-3,91000,2,Medium,685,52,0,0,0.386,0,1
QMF00510,58,Male,180000,Business,Graduate,Single,Tier-1,6000,1,Low,557,36,35,0,0.323,0,1
QMF00511,30,Female,413000,Self-Employed,Post-Graduate,Married,Tier-2,196000,0,Medium,639,8,90,4,0.549,0,0
QMF00512,45,Female,795000,Business,Graduate,Married,Tier-1,113000,3,Low,684,40,81,1,0.363,0,0
QMF00513,56,Male,180000,Business,High School,Married,Tier-3,34000,3,Medium,679,22,27,0,0.506,0,0
QMF00514,56,Male,491000,Salaried,Post-Graduate,Married,Tier-3,17000,0,Low,576,16,58,4,0.208,0,0
QMF00515,57,Male,318000,Salaried,High School,Married,Tier-2,73000,3,Low,592,60,63,5,0.179,0,1
QMF00516,39,Male,682000,Salaried,High School,Single,Tier-2,272000,3,Medium,703,60,89,4,0.72,0,1
QMF00517,60,Male,452000,Salaried,Graduate,Single,Tier-3,301000,1,High,746,10,0,3,0.115,1,0
QMF00518,53,Female,223000,Retired,Graduate,Married,Tier-1,139000,2,Low,663,25,12,5,0.285,1,0
QMF00519,45,Male,324000,Salaried,Graduate,Married,Tier-1,195000,1,Medium,659,31,0,3,0.651,1,0
QMF00520,44,Male,335000,Salaried,Graduate,Married,Tier-2,18000,1,Medium,754,21,24,1,0.756,1,1
QMF00521,53,Female,338000,Business,Post-Graduate,Married,Tier-1,133000,2,Medium,618,33,76,1,0.477,0,0
QMF00522,58,Female,670000,Salaried,Graduate,Married,Tier-1,165000,3,High,818,31,28,0,0.22,1,1
QMF00523,33,Male,228000,Salaried,Graduate,Married,Tier-1,34000,2,Low,572,21,5,5,0.677,1,0
QMF00524,34,Male,629000,Salaried,Graduate,Single,Tier-1,318000,1,High,763,36,51,3,0.776,0,1
QMF00525,44,Male,307000,Salaried,High School,Married,Tier-3,33000,0,Medium,723,65,52,2,0.073,0,0
QMF00526,46,Female,410000,Business,Graduate,Married,Tier-2,56000,0,Low,872,4,14,2,0.235,1,0
QMF00527,56,Male,377000,Salaried,Graduate,Married,Tier-2,145000,1,High,590,68,29,4,0.323,1,1
QMF00528,62,Male,358000,Salaried,Graduate,Married,Tier-1,153000,0,Medium,493,4,49,3,0.47,0,1
QMF00529,51,Female,360000,Salaried,High School,Married,Tier-1,180000,2,Medium,779,9,67,2,0.625,0,1
QMF00530,38,Male,807000,Salaried,Post-Graduate,Single,Tier-1,18000,1,Medium,562,30,25,3,0.328,1,0
QMF00531,41,Female,576000,Self-Employed,Graduate,Married,Tier-2,284000,2,Medium,729,45,21,3,0.222,1,0
QMF00532,46,Female,297000,Salaried,Graduate,Single,Tier-2,114000,1,Low,774,4,102,2,0.284,0,1
QMF00533,43,Male,865000,Salaried,Graduate,Single,Tier-3,96000,2,Medium,710,69,36,3,0.722,0,1
QMF00534,34,Female,421000,Retired,Graduate,Single,Tier-2,595000,1,Low,698,23,52,2,0.144,0,0
QMF00535,40,Male,441000,Self-Employed,High School,Married,Tier-2,202000,0,High,712,16,64,2,0.434,0,0
QMF00536,57,Female,229000,Salaried,Post-Graduate,Married,Tier-2,19000,0,High,746,22,0,3,0.12,1,0
QMF00537,33,Male,276000,Self-Employed,Graduate,Married,Tier-3,212000,1,Medium,726,72,44,4,0.269,0,0
QMF00538,62,Female,248000,Business,High School,Married,Tier-2,15000,3,Medium,582,48,0,5,0.315,0,0
QMF00539,40,Male,380000,Self-Employed,Graduate,Married,Tier-1,4000,0,Low,825,62,41,4,0.305,1,0
QMF00540,33,Female,515000,Salaried,Post-Graduate,Single,Tier-2,78000,2,Low,684,60,86,3,0.555,0,0
QMF00541,30,Female,443000,Retired,High School,Married,Tier-2,757000,4,High,721,5,15,5,0.393,1,1
QMF00542,28,Male,868000,Salaried,Graduate,Married,Tier-2,29000,2,Low,736,7,0,2,0.354,0,0
QMF00543,49,Female,222000,Salaried,Post-Graduate,Married,Tier-1,168000,0,Medium,772,51,101,4,0.193,1,1
QMF00544,35,Male,386000,Salaried,Graduate,Married,Tier-3,29000,3,High,764,65,10,3,0.705,1,1
QMF00545,52,Male,180000,Salaried,Graduate,Married,Tier-3,194000,0,High,690,9,0,4,0.265,0,1
QMF00546,40,Male,218000,Business,Graduate,Single,Tier-1,106000,1,Medium,685,45,93,4,0.515,1,0
QMF00547,37,Male,726000,Salaried,Graduate,Single,Tier-3,171000,3,Medium,712,47,9,1,0.415,1,0
QMF00548,26,Male,281000,Salaried,Post-Graduate,Single,Tier-1,34000,2,Medium,768,67,94,2,0.5,1,0
QMF00549,56,Female,233000,Business,High School,Single,Tier-1,205000,1,High,590,24,53,4,0.412,0,1
QMF00550,33,Male,180000,Salaried,Post-Graduate,Single,Tier-1,815000,1,Medium,731,10,83,3,0.227,0,1
QMF00551,46,Female,232000,Salaried,High School,Married,Tier-1,164000,1,Medium,609,48,50,3,0.183,0,1
QMF00552,42,Male,324000,Salaried,Post-Graduate,Single,Tier-3,102000,1,Low,828,35,77,6,0.837,0,0
QMF00553,57,Female,180000,Salaried,Graduate,Married,Tier-1,385000,1,Low,709,54,17,4,0.1,0,1
QMF00554,44,Female,313000,Salaried,Graduate,Married,Tier-1,2000,4,Medium,646,71,26,6,0.289,0,0
QMF00555,37,Male,729000,Self-Employed,Graduate,Single,Tier-1,196000,4,High,714,16,0,4,0.235,1,1
QMF00556,60,Female,245000,Salaried,Post-Graduate,Married,Tier-1,329000,3,High,680,53,74,1,0.266,0,0
QMF00557,63,Male,216000,Salaried,High School,Married,Tier-1,10000,1,High,667,40,57,4,0.516,1,1
QMF00558,60,Female,195000,Business,Graduate,Married,Tier-2,90000,2,Medium,535,20,14,3,0.73,1,1
QMF00559,35,Male,193000,Self-Employed,Post-Graduate,Married,Tier-1,34000,3,Medium,598,69,0,5,0.719,0,0
QMF00560,52,Female,486000,Salaried,Post-Graduate,Single,Tier-3,125000,3,High,668,45,53,3,0.455,0,0
QMF00561,26,Male,372000,Salaried,Post-Graduate,Married,Tier-3,157000,1,Medium,544,6,95,2,0.353,1,0
QMF00562,56,Male,613000,Salaried,Graduate,Married,Tier-1,54000,0,Low,633,69,40,1,0.044,0,1
QMF00563,44,Female,1100000,Salaried,Graduate,Married,Tier-3,92000,0,Medium,640,49,25,2,0.26,0,1
QMF00564,50,Male,180000,Salaried,Graduate,Married,Tier-1,49000,2,High,617,39,16,5,0.309,1,1
QMF00565,64,Male,446000,Salaried,Graduate,Single,Tier-1,69000,2,Low,741,2,82,2,0.115,0,1
QMF00566,32,Male,196000,Retired,Graduate,Married,Tier-1,26000,3,High,609,39,21,5,0.098,1,0
QMF00567,39,Male,559000,Salaried,Post-Graduate,Married,Tier-1,325000,1,Low,687,21,33,4,0.213,1,1
QMF00568,33,Male,312000,Business,Graduate,Single,Tier-2,2000,0,Medium,651,40,76,1,0.534,0,1
QMF00569,30,Male,368000,Salaried,High School,Single,Tier-2,321000,1,Medium,670,54,64,2,0.491,1,1
QMF00570,31,Male,180000,Business,Post-Graduate,Single,Tier-1,127000,1,Medium,808,12,35,1,0.559,0,1
QMF00571,65,Male,286000,Self-Employed,Post-Graduate,Single,Tier-2,60000,0,Medium,694,37,24,2,0.323,1,0
QMF00572,38,Female,381000,Business,Graduate,Married,Tier-1,193000,2,High,709,38,88,2,0.301,1,0
QMF00573,59,Male,764000,Salaried,Post-Graduate,Married,Tier-2,106000,1,Medium,618,15,11,3,0.846,0,1
QMF00574,28,Male,234000,Self-Employed,High School,Married,Tier-1,104000,2,Low,730,7,38,3,0.791,0,0
QMF00575,34,Male,268000,Salaried,Graduate,Single,Tier-1,18000,1,Medium,726,50,0,6,0.441,0,1
QMF00576,61,Male,609000,Self-Employed,Graduate,Married,Tier-1,74000,1,Low,719,65,80,6,0.137,0,0
QMF00577,63,Female,226000,Salaried,Post-Graduate,Married,Tier-1,41000,1,Low,583,67,30,2,0.583,1,0
QMF00578,30,Male,679000,Salaried,Graduate,Married,Tier-2,2000,3,Medium,633,44,24,4,0.38,0,0
QMF00579,48,Male,360000,Salaried,Graduate,Married,Tier-3,67000,0,High,794,31,64,5,0.192,0,0
QMF00580,23,Female,428000,Salaried,Graduate,Married,Tier-1,14000,3,Medium,624,43,2,3,0.705,0,0
QMF00581,26,Female,443000,Salaried,Graduate,Single,Tier-2,45000,1,Medium,805,48,64,3,0.606,0,0
QMF00582,50,Male,258000,Salaried,Post-Graduate,Married,Tier-2,15000,3,Medium,636,61,34,3,0.209,1,0
QMF00583,58,Female,449000,Retired,Graduate,Single,Tier-3,16000,3,Low,691,10,8,5,0.353,0,0
QMF00584,59,Female,237000,Self-Employed,High School,Single,Tier-1,33000,1,High,665,29,15,2,0.55,1,1
QMF00585,40,Male,275000,Retired,Post-Graduate,Married,Tier-2,1320000,2,Medium,612,48,24,3,0.352,1,1
QMF00586,29,Female,493000,Salaried,Post-Graduate,Married,Tier-3,0,0,High,613,62,31,3,0.055,0,1
QMF00587,22,Female,426000,Business,Post-Graduate,Married,Tier-2,153000,3,Low,623,13,9,3,0.237,0,0
QMF00588,43,Male,348000,Business,High School,Married,Tier-1,23000,1,Low,691,44,53,2,0.118,0,0
QMF00589,38,Male,181000,Self-Employed,Graduate,Single,Tier-1,380000,1,High,751,47,8,3,0.462,0,1
QMF00590,28,Male,208000,Self-Employed,High School,Married,Tier-1,15000,2,Medium,686,64,0,2,0.486,0,0
QMF00591,46,Female,422000,Salaried,Post-Graduate,Married,Tier-2,465000,3,Low,677,53,102,5,0.469,1,0
QMF00592,25,Female,542000,Business,Post-Graduate,Married,Tier-2,142000,0,Low,776,44,50,4,0.666,1,1
QMF00593,57,Female,197000,Salaried,Post-Graduate,Single,Tier-1,0,2,High,683,28,105,4,0.362,0,0
QMF00594,27,Male,228000,Salaried,Graduate,Single,Tier-2,337000,1,Medium,636,2,13,2,0.775,0,0
QMF00595,52,Female,390000,Salaried,Graduate,Single,Tier-2,111000,1,Medium,600,57,59,3,0.348,0,0
QMF00596,40,Female,385000,Retired,Post-Graduate,Single,Tier-2,46000,2,Low,781,57,71,5,0.316,1,1
QMF00597,65,Male,180000,Business,Graduate,Married,Tier-2,219000,1,Medium,653,34,39,2,0.15,0,1
QMF00598,60,Male,396000,Retired,Post-Graduate,Single,Tier-3,392000,1,High,633,58,1,5,0.29,0,0
QMF00599,48,Female,261000,Self-Employed,Graduate,Married,Tier-1,99000,3,Low,626,52,37,0,0.517,0,1
QMF00600,31,Male,893000,Salaried,Graduate,Single,Tier-3,57000,0,Medium,777,29,63,2,0.668,1,1
QMF00601,47,Female,415000,Salaried,Graduate,Single,Tier-1,233000,2,High,634,35,62,0,0.501,0,1
QMF00602,40,Male,457000,Salaried,Graduate,Married,Tier-1,172000,0,Low,759,48,44,1,0.228,0,0
QMF00603,60,Male,463000,Salaried,Post-Graduate,Single,Tier-1,329000,0,Medium,661,33,71,3,0.512,0,0
QMF00604,24,Male,186000,Salaried,Graduate,Single,Tier-1,177000,0,Medium,583,9,70,4,0.274,0,0
QMF00605,34,Male,1055000,Salaried,High School,Married,Tier-1,42000,2,Medium,653,48,29,3,0.371,1,1
QMF00606,49,Female,180000,Salaried,Post-Graduate,Single,Tier-1,402000,2,Medium,677,67,0,6,0.181,0,1
QMF00607,41,Male,561000,Retired,Graduate,Married,Tier-3,17000,0,Medium,670,36,50,3,0.359,0,0
QMF00608,49,Female,509000,Salaried,Post-Graduate,Married,Tier-1,47000,0,Medium,668,71,22,3,0.336,1,1
QMF00609,29,Male,279000,Business,High School,Married,Tier-2,110000,3,Medium,654,44,49,5,0.126,0,1
QMF00610,62,Female,523000,Self-Employed,Post-Graduate,Married,Tier-1,125000,0,Medium,617,60,85,5,0.85,0,0
QMF00611,60,Male,304000,Salaried,Graduate,Single,Tier-3,2000,3,Low,680,63,58,1,0.438,1,0
QMF00612,22,Female,250000,Salaried,High School,Single,Tier-2,228000,0,Medium,723,5,83,3,0.274,1,0
QMF00613,24,Female,469000,Salaried,Post-Graduate,Single,Tier-1,67000,2,High,562,40,14,3,0.462,0,1
QMF00614,34,Male,208000,Salaried,Graduate,Married,Tier-2,78000,1,Medium,783,19,77,4,0.474,1,1
QMF00615,49,Male,320000,Self-Employed,Graduate,Single,Tier-2,249000,3,Medium,384,47,95,6,0.631,1,0
QMF00616,46,Female,261000,Salaried,Post-Graduate,Married,Tier-2,72000,2,Medium,686,65,46,4,0.447,0,0
QMF00617,54,Female,301000,Salaried,Graduate,Single,Tier-2,7000,1,High,717,67,114,5,0.341,0,0
QMF00618,59,Male,460000,Salaried,Post-Graduate,Married,Tier-2,29000,0,High,631,18,19,4,0.185,0,0
QMF00619,27,Female,261000,Retired,Graduate,Married,Tier-2,468000,2,Low,509,50,25,3,0.212,1,0
QMF00620,65,Female,326000,Business,High School,Single,Tier-1,11000,2,Medium,672,30,64,2,0.386,1,1
QMF00621,53,Female,275000,Business,Post-Graduate,Married,Tier-1,66000,0,Medium,693,66,46,3,0.195,0,1
QMF00622,42,Female,801000,Salaried,Graduate,Married,Tier-3,105000,0,Medium,588,5,22,2,0.178,0,1
QMF00623,37,Female,437000,Business,Graduate,Married,Tier-1,102000,3,Low,613,42,63,4,0.113,0,0
QMF00624,42,Male,409000,Business,Post-Graduate,Married,Tier-2,1000,1,High,757,5,55,3,0.358,0,1
QMF00625,32,Male,527000,Self-Employed,Post-Graduate,Married,Tier-1,104000,2,Low,689,50,27,2,0.652,0,0
QMF00626,58,Male,261000,Retired,Post-Graduate,Married,Tier-2,73000,1,Medium,559,58,50,4,0.494,0,1
QMF00627,57,Female,581000,Salaried,Graduate,Married,Tier-3,537000,3,Medium,715,8,67,1,0.75,0,1
QMF00628,56,Female,438000,Retired,Graduate,Married,Tier-1,26000,3,Low,605,31,26,3,0.775,0,0
QMF00629,40,Male,180000,Retired,Graduate,Single,Tier-1,66000,4,High,618,12,60,3,0.255,1,0
QMF00630,41,Female,180000,Salaried,Post-Graduate,Married,Tier-2,82000,0,High,695,21,18,3,0.234,1,1
QMF00631,39,Female,264000,Salaried,Graduate,Single,Tier-3,74000,3,Medium,688,62,24,4,0.336,1,0
QMF00632,62,Male,180000,Retired,Graduate,Single,Tier-1,164000,1,Medium,647,33,78,0,0.242,0,1
QMF00633,35,Male,318000,Salaried,Post-Graduate,Married,Tier-1,36000,2,Low,639,26,63,2,0.572,1,1
QMF00634,36,Male,207000,Salaried,High School,Single,Tier-3,37000,1,Medium,659,40,0,2,0.489,1,0
QMF00635,52,Male,343000,Retired,Graduate,Single,Tier-2,196000,0,Low,617,65,33,2,0.224,0,0
QMF00636,22,Male,787000,Self-Employed,Graduate,Single,Tier-1,104000,4,Medium,767,59,59,5,0.19,0,0
QMF00637,24,Male,353000,Salaried,Post-Graduate,Married,Tier-1,80000,0,High,554,15,49,2,0.437,1,1
QMF00638,37,Male,307000,Self-Employed,Post-Graduate,Married,Tier-2,28000,2,Low,660,1,63,2,0.257,0,0
QMF00639,44,Male,448000,Salaried,Graduate,Single,Tier-1,31000,2,High,563,11,48,2,0.527,0,1
QMF00640,32,Male,247000,Salaried,High School,Single,Tier-1,2000,2,Low,754,55,41,3,0.696,0,0
QMF00641,33,Male,576000,Salaried,Post-Graduate,Single,Tier-3,14000,0,High,660,2,40,3,0.703,0,1
QMF00642,31,Female,476000,Self-Employed,Graduate,Married,Tier-1,122000,1,Low,595,65,77,5,0.452,0,0
QMF00643,53,Male,370000,Salaried,Graduate,Single,Tier-2,334000,3,Medium,734,44,65,3,0.492,0,0
QMF00644,37,Female,394000,Business,Post-Graduate,Single,Tier-1,51000,1,Low,496,16,57,2,0.461,0,1
QMF00645,29,Female,1113000,Self-Employed,Post-Graduate,Married,Tier-2,60000,1,High,702,22,47,6,0.556,0,1
QMF00646,59,Male,608000,Salaried,Graduate,Married,Tier-2,18000,1,Medium,772,18,28,5,0.585,1,1
QMF00647,33,Male,1214000,Self-Employed,Post-Graduate,Married,Tier-1,74000,1,Low,694,47,35,4,0.266,1,1
QMF00648,45,Male,485000,Salaried,Post-Graduate,Single,Tier-2,6000,3,Medium,639,30,76,3,0.236,0,0
QMF00649,49,Female,180000,Self-Employed,Graduate,Single,Tier-1,374000,1,Medium,580,10,74,3,0.27,0,0
QMF00650,29,Female,314000,Salaried,Post-Graduate,Single,Tier-3,168000,2,Medium,766,58,25,1,0.499,0,0
QMF00651,49,Male,180000,Retired,High School,Married,Tier-3,702000,1,High,754,62,47,2,0.567,0,1
QMF00652,57,Male,484000,Salaried,Graduate,Married,Tier-1,322000,1,Medium,628,6,59,5,0.48,1,1
QMF00653,47,Male,546000,Salaried,Graduate,Married,Tier-1,96000,0,Low,630,67,57,2,0.41,0,0
QMF00654,29,Male,223000,Self-Employed,Graduate,Married,Tier-1,110000,1,Low,774,41,57,5,0.365,0,1
QMF00655,49,Female,253000,Salaried,High School,Single,Tier-2,32000,1,Medium,722,43,11,5,0.293,0,0
QMF00656,49,Male,393000,Salaried,High School,Single,Tier-1,93000,2,Medium,537,18,9,2,0.655,0,0
QMF00657,58,Female,187000,Self-Employed,Graduate,Single,Tier-1,350000,1,Medium,664,58,80,5,0.279,0,1
QMF00658,62,Male,180000,Self-Employed,Post-Graduate,Single,Tier-1,8000,1,Low,661,60,90,5,0.479,0,0
QMF00659,57,Female,716000,Self-Employed,Post-Graduate,Married,Tier-1,299000,1,Medium,699,27,0,2,0.377,1,1
QMF00660,48,Male,386000,Salaried,Post-Graduate,Married,Tier-2,63000,0,High,680,68,44,4,0.402,0,1
QMF00661,38,Male,266000,Self-Employed,Graduate,Single,Tier-1,345000,3,Low,638,22,69,1,0.475,0,0
QMF00662,30,Female,180000,Salaried,Graduate,Single,Tier-2,424000,1,Medium,694,24,0,3,0.219,0,0
QMF00663,54,Male,579000,Self-Employed,Graduate,Married,Tier-1,167000,0,Medium,644,40,12,6,0.682,0,1
QMF00664,41,Female,249000,Self-Employed,Post-Graduate,Married,Tier-1,164000,0,Medium,900,66,42,4,0.149,0,1
QMF00665,34,Female,1008000,Salaried,Graduate,Married,Tier-2,90000,4,Low,689,40,27,2,0.38,0,0
QMF00666,49,Female,581000,Salaried,High School,Married,Tier-3,271000,0,Medium,678,6,51,6,0.589,1,1
QMF00667,50,Female,232000,Salaried,Graduate,Married,Tier-2,489000,3,High,827,18,89,5,0.424,0,0
QMF00668,34,Female,244000,Salaried,Graduate,Married,Tier-1,224000,0,Low,570,30,19,4,0.381,0,1
QMF00669,56,Female,934000,Salaried,Post-Graduate,Married,Tier-1,146000,3,Medium,671,21,46,7,0.234,0,0
QMF00670,27,Female,346000,Salaried,Post-Graduate,Married,Tier-3,140000,3,Low,604,62,34,5,0.5,0,0
QMF00671,39,Female,273000,Self-Employed,Graduate,Single,Tier-1,284000,2,Medium,730,10,49,4,0.159,0,0
QMF00672,26,Male,368000,Salaried,Graduate,Married,Tier-1,117000,0,Medium,640,13,45,3,0.123,0,0
QMF00673,46,Male,272000,Retired,High School,Single,Tier-3,244000,1,Medium,726,9,124,2,0.86,0,1
QMF00674,23,Male,414000,Salaried,Graduate,Single,Tier-3,107000,1,Low,720,68,89,3,0.442,0,0
QMF00675,31,Male,347000,Business,Graduate,Single,Tier-3,10000,1,Medium,742,39,0,3,0.392,0,0
QMF00676,51,Male,586000,Self-Employed,Post-Graduate,Married,Tier-3,73000,1,Medium,721,24,17,3,0.774,0,1
QMF00677,26,Male,293000,Salaried,Graduate,Single,Tier-3,88000,0,Medium,662,34,21,3,0.436,0,0
QMF00678,54,Male,223000,Salaried,Graduate,Married,Tier-1,23000,2,Medium,568,61,7,0,0.505,0,0
QMF00679,22,Female,299000,Self-Employed,Graduate,Single,Tier-1,16000,1,Medium,760,41,3,6,0.131,0,0
QMF00680,39,Female,298000,Salaried,Graduate,Single,Tier-2,115000,1,High,792,5,39,3,0.238,0,0
QMF00681,53,Male,347000,Retired,Graduate,Married,Tier-2,13000,0,Medium,604,50,22,4,0.277,0,0
QMF00682,32,Male,513000,Salaried,Graduate,Married,Tier-2,54000,4,Medium,738,4,18,0,0.295,0,0
QMF00683,42,Female,498000,Retired,Graduate,Married,Tier-1,205000,1,High,586,51,105,1,0.146,0,0
QMF00684,47,Male,701000,Salaried,Graduate,Married,Tier-1,500000,2,Low,696,52,24,2,0.479,1,1
QMF00685,46,Female,232000,Self-Employed,Post-Graduate,Married,Tier-2,190000,1,Low,712,39,31,1,0.203,1,1
QMF00686,43,Male,449000,Self-Employed,Graduate,Married,Tier-1,736000,0,Medium,645,8,67,4,0.121,0,1
QMF00687,48,Male,540000,Business,Graduate,Married,Tier-1,180000,1,Medium,687,45,31,2,0.27,0,0
QMF00688,34,Female,250000,Salaried,High School,Married,Tier-2,52000,1,High,747,28,10,4,0.648,0,0
QMF00689,54,Male,323000,Self-Employed,Post-Graduate,Married,Tier-2,167000,3,High,671,27,37,4,0.447,0,1
QMF00690,55,Female,180000,Salaried,Graduate,Married,Tier-1,182000,2,Medium,625,65,105,2,0.36,0,1
QMF00691,62,Female,596000,Business,High School,Married,Tier-2,70000,1,Medium,582,34,30,5,0.195,1,1
QMF00692,56,Male,322000,Salaried,Graduate,Married,Tier-2,3000,4,Medium,648,62,17,5,0.825,0,1
QMF00693,22,Female,564000,Business,Graduate,Married,Tier-1,182000,1,Low,586,62,57,1,0.392,1,1
QMF00694,42,Female,406000,Salaried,Post-Graduate,Married,Tier-1,3000,4,Medium,649,38,35,5,0.301,0,0
QMF00695,27,Male,327000,Business,Post-Graduate,Single,Tier-1,150000,4,Medium,642,26,127,2,0.426,0,1
QMF00696,49,Female,180000,Business,Graduate,Married,Tier-1,27000,0,Medium,744,24,21,1,0.409,1,1
QMF00697,38,Female,180000,Business,Graduate,Married,Tier-3,125000,1,Low,685,39,97,5,0.511,1,0
QMF00698,26,Female,180000,Salaried,Post-Graduate,Married,Tier-1,105000,1,Low,883,21,79,6,0.329,1,0
QMF00699,52,Female,266000,Salaried,Graduate,Single,Tier-2,2000,2,Low,518,47,33,1,0.501,1,0
QMF00700,26,Male,1268000,Retired,High School,Single,Tier-1,68000,1,High,705,48,44,5,0.754,0,1
QMF00701,59,Female,180000,Salaried,Graduate,Single,Tier-1,138000,4,Low,643,13,14,3,0.614,0,0
QMF00702,24,Female,180000,Salaried,High School,Single,Tier-2,283000,2,High,603,3,28,0,0.257,0,0
QMF00703,44,Female,615000,Self-Employed,Post-Graduate,Married,Tier-1,329000,0,Medium,677,32,33,1,0.178,0,1
QMF00704,58,Female,1329000,Self-Employed,Post-Graduate,Married,Tier-2,99000,0,Medium,671,35,49,5,0.083,1,1
QMF00705,58,Female,427000,Salaried,Post-Graduate,Married,Tier-1,196000,2,Medium,766,19,2,2,0.358,1,1
QMF00706,31,Male,425000,Self-Employed,Post-Graduate,Single,Tier-1,57000,0,Medium,687,14,54,3,0.414,1,0
QMF00707,31,Female,305000,Business,Graduate,Single,Tier-2,63000,2,Medium,624,48,40,3,0.393,0,0
QMF00708,40,Male,180000,Salaried,Graduate,Single,Tier-1,32000,1,Medium,706,68,56,4,0.635,0,0
QMF00709,38,Female,180000,Retired,Graduate,Married,Tier-3,124000,1,Medium,661,45,61,3,0.298,1,1
QMF00710,42,Female,304000,Salaried,High School,Single,Tier-2,57000,0,Medium,589,19,38,4,0.261,0,0
QMF00711,35,Male,274000,Salaried,Post-Graduate,Married,Tier-1,13000,2,Medium,660,64,59,3,0.688,0,0
QMF00712,30,Male,340000,Salaried,Graduate,Married,Tier-1,173000,0,Low,698,66,42,7,0.71,1,0
QMF00713,22,Male,572000,Salaried,Graduate,Married,Tier-2,185000,2,Medium,685,66,67,3,0.341,0,0
QMF00714,34,Male,263000,Retired,Graduate,Married,Tier-2,67000,1,High,706,45,54,3,0.414,1,0
QMF00715,25,Female,578000,Salaried,Post-Graduate,Married,Tier-1,12000,2,Low,637,67,50,1,0.295,0,1
QMF00716,22,Female,264000,Salaried,Graduate,Single,Tier-3,83000,2,Low,705,69,41,3,0.832,0,0
